relevant	depth	number_bold	number_br	number_div	number_img	number_li	number_links	number_p	number_relevants	number_td	number_th	number_tr
1	4	0	8	0	0	0	0	0	35	68	90	90
0	5	0	0	0	0	7	7	0	7	3	0	1
0	7	0	0	14	6	0	20	0	163	128	26	23
1	4	0	0	11	0	0	0	0	10	11	11	11
0	7	0	0	9	4	0	15	0	114	82	23	22
1	6	0	3	1	0	0	5	0	36	7	7	7
1	3	0	0	0	0	0	0	0	34	54	0	27
0	4	3	29	0	0	0	0	0	138	68	4	18
1	2	0	11	0	0	10	0	0	12	0	0	0
1	5	0	0	0	0	0	0	0	0	6	0	3
1	10	0	2	1	0	0	6	0	33	8	8	8
1	3	0	0	0	0	0	0	0	14	30	0	8
1	10	0	3	1	0	0	5	0	37	9	9	9
1	3	0	0	0	0	45	0	0	58	0	0	0
1	10	0	3	1	0	0	5	0	34	8	8	8
0	6	0	0	14	6	0	22	0	143	152	30	27
0	7	0	0	11	5	0	16	0	122	107	25	23
1	6	0	1	1	0	0	1	0	22	5	5	5
0	6	0	3	9	3	0	6	6	60	3	3	2
0	6	2	0	3	0	0	2	0	32	2	1	3
1	4	7	0	0	0	0	0	0	23	45	45	45
1	5	1	0	0	0	0	1	0	4	6	0	3
1	10	0	3	1	0	0	7	0	37	8	8	8
0	7	0	0	13	6	0	22	0	161	128	26	23
1	3	0	0	0	0	0	0	0	28	44	0	22
0	8	0	0	14	6	0	24	0	130	86	19	16
1	10	0	3	1	0	0	7	0	41	9	9	9
1	6	2	0	1	0	0	2	0	30	28	0	7
0	7	0	3	9	3	0	6	9	108	3	3	2
0	6	8	3	0	0	0	0	0	17	24	0	9
0	3	13	0	0	0	0	0	0	6	26	1	14
1	3	0	0	0	0	0	0	0	13	58	0	29
0	7	0	0	13	6	0	21	0	122	86	19	16
0	5	0	0	12	0	0	1	0	8	5	5	2
0	6	0	3	6	1	0	0	12	120	3	3	2
0	7	0	0	11	5	0	16	0	133	107	25	23
0	7	0	0	13	6	0	19	0	137	128	26	23
1	3	0	0	0	0	0	0	0	11	22	0	6
0	3	9	0	0	0	0	0	0	13	18	1	10
0	3	13	0	0	0	0	0	0	10	26	1	14
0	3	4	0	0	0	0	0	0	5	8	1	5
0	7	0	0	13	6	0	21	0	186	128	26	23
0	7	0	0	14	6	0	22	0	185	128	26	23
0	7	0	0	13	6	0	22	0	152	128	26	23
1	3	0	0	0	0	0	0	0	17	34	0	17
0	7	9	30	0	0	0	0	3	122	5	0	1
1	6	0	3	1	0	0	4	0	31	5	5	5
0	5	0	0	0	0	6	0	0	24	12	12	12
0	6	3	0	6	0	0	0	0	33	14	0	2
0	7	0	0	14	6	0	21	0	174	128	26	23
0	7	0	0	13	6	0	21	0	136	128	26	23
0	7	0	0	13	6	0	21	0	166	128	26	23
1	6	2	0	1	0	0	2	0	25	8	0	2
1	2	0	0	0	0	0	0	0	23	32	0	16
1	4	0	0	0	0	0	1	0	38	71	0	36
0	7	1	0	13	0	0	2	0	17	5	5	2
1	6	0	2	1	0	0	4	0	34	8	8	8
1	6	0	3	1	0	0	5	0	42	9	9	9
1	6	0	3	1	0	0	4	0	36	8	8	8
0	7	0	0	13	6	0	19	0	104	86	19	16
0	7	0	0	9	4	0	13	0	110	86	24	23
1	10	0	3	1	0	0	5	0	27	4	4	4
0	3	3	0	0	0	0	0	0	0	6	1	4
1	6	0	3	1	0	0	4	0	31	6	6	6
0	11	1	0	21	0	0	4	1	33	3	0	3
1	10	0	3	1	0	0	6	0	27	5	5	5
1	6	2	0	1	0	0	2	0	28	22	0	6
0	5	5	12	0	1	0	0	0	35	2	0	1
1	2	0	0	0	0	0	0	0	29	40	0	20
1	4	0	0	0	0	0	0	0	3	13	19	19
1	6	0	3	1	0	0	4	0	35	8	8	8
0	10	1	0	5	3	0	0	0	12	4	0	2
0	4	0	0	0	0	0	0	0	0	5	5	5
0	6	0	0	13	6	0	22	0	141	80	18	15
1	6	0	2	1	0	0	6	0	39	8	8	8
0	5	0	0	9	1	0	1	0	8	9	3	4
1	6	3	0	2	0	0	1	0	83	2	2	2
1	4	0	0	0	0	10	0	0	44	53	53	53
1	4	0	0	10	0	0	0	0	58	10	10	10
0	6	0	3	9	3	0	6	12	82	3	3	2
0	3	2	0	0	0	0	0	0	5	4	1	3
1	6	0	3	1	0	0	6	0	39	8	8	8
1	6	0	2	1	0	0	6	0	34	6	6	6
1	10	10	0	2	0	9	9	1	36	1	0	1
0	7	0	0	11	5	0	17	0	104	72	18	16
0	7	0	0	13	6	0	19	0	146	128	26	23
0	6	0	0	14	6	0	24	0	138	68	16	13
0	6	0	3	6	3	0	0	3	0	3	3	2
1	3	0	0	0	0	0	0	0	8	30	0	15
0	7	0	0	12	5	0	18	0	144	107	25	23
0	7	0	0	13	6	0	21	0	121	86	19	16
0	6	2	0	3	0	0	2	0	87	2	1	3
0	7	0	0	14	6	0	20	0	181	128	26	23
1	3	0	0	0	0	0	0	0	63	66	0	33
1	3	0	0	0	0	0	0	0	15	28	0	8
1	3	0	0	0	0	0	0	0	17	26	0	7
1	10	0	3	1	0	0	5	0	41	10	10	10
1	6	2	0	1	0	0	2	0	26	20	0	5
1	4	7	0	0	0	0	0	0	25	49	49	49
1	4	0	0	0	0	0	1	0	56	75	0	38
1	6	2	0	1	0	0	2	0	35	22	0	6
1	3	0	0	0	0	0	0	0	33	42	0	21
0	4	1	0	0	1	0	0	0	27	2	0	1
1	6	0	2	1	0	0	3	0	28	7	7	7
1	2	0	0	0	0	0	0	0	30	40	0	20
1	8	0	0	0	0	1	8	0	17	10	0	5
0	3	4	0	0	0	0	0	0	4	8	1	5
0	5	1	0	0	0	0	1	0	4	1	0	1
0	6	0	0	10	0	0	0	0	8	2	0	1
0	2	0	0	0	0	0	0	0	0	1	0	1
1	6	3	0	2	0	0	1	0	41	2	2	2
1	10	0	3	1	0	0	6	0	37	6	6	6
1	6	2	0	1	0	0	2	0	37	26	0	7
0	5	0	0	10	0	0	6	0	3	15	0	5
0	5	2	3	0	1	0	0	2	69	2	0	2
0	7	0	0	9	4	0	14	0	109	86	24	23
1	6	0	3	1	0	0	6	0	30	5	5	5
1	4	0	0	0	0	5	0	0	28	50	50	50
0	3	14	0	0	0	0	0	0	6	28	1	15
1	4	0	0	0	0	0	1	0	64	69	0	35
0	7	0	0	13	6	0	21	0	153	128	26	23
0	7	1	1	0	0	0	1	0	1	1	0	1
1	1	0	11	0	0	10	0	0	14	0	0	0
0	3	18	0	0	0	0	0	0	20	36	1	19
1	4	0	0	0	0	0	0	0	17	49	61	61
0	7	0	0	11	5	0	17	0	124	107	25	23
1	3	0	0	0	0	0	0	0	21	24	0	12
0	6	2	0	3	0	0	2	0	47	2	1	3
0	7	1	1	0	0	0	1	0	4	1	0	1
0	4	0	0	0	0	0	0	0	14	0	12	12
1	6	0	3	1	0	0	8	0	55	7	7	7
1	10	0	2	1	0	0	3	0	28	7	7	7
0	7	0	0	14	6	0	23	0	118	86	19	16
0	4	0	10	0	1	0	0	0	59	2	0	1
0	7	0	0	9	4	0	14	0	103	86	24	23
0	7	0	0	11	5	0	18	0	163	107	25	23
0	3	0	0	0	2	0	0	0	0	2	0	2
1	4	7	0	0	0	0	0	0	24	47	47	47
1	6	2	0	1	0	0	2	0	35	18	0	5
1	4	0	0	7	0	0	0	0	3	7	7	7
0	8	0	0	7	0	0	0	0	0	4	0	1
1	6	0	3	1	0	0	10	0	36	5	5	5
0	3	2	0	0	0	0	0	0	3	4	1	3
0	8	0	0	5	0	411	272	0	0	9	0	3
0	4	0	0	0	3	0	3	0	0	3	0	1
1	4	0	3	0	0	0	0	0	36	60	76	76
0	8	0	0	7	0	0	2	0	0	4	0	1
0	6	0	0	4	0	0	0	0	3	4	0	1
1	10	0	4	1	0	0	10	0	45	8	8	8
0	7	0	0	13	6	0	22	0	131	86	19	16
0	5	0	0	2	2	0	0	9	5	4	0	1
0	7	0	0	13	6	0	21	0	178	128	26	23
1	4	0	0	9	0	0	0	0	4	9	9	9
1	3	0	0	0	0	0	0	0	20	26	0	13
0	5	4	10	0	1	0	0	1	31	2	0	1
1	10	0	4	1	0	0	9	0	43	9	9	9
1	3	0	0	0	0	0	0	0	10	22	0	6
0	6	0	3	9	3	0	6	6	50	3	3	2
0	7	0	0	9	4	0	15	0	97	30	10	9
1	3	0	0	0	0	0	0	0	58	72	0	36
1	6	2	0	1	0	0	2	0	28	18	0	5
1	3	0	0	0	0	0	0	0	20	30	0	8
0	3	5	0	0	0	0	0	0	3	10	1	6
1	10	0	2	1	0	0	5	0	24	4	4	4
0	7	0	0	13	6	0	17	0	99	86	19	16
0	5	0	0	10	0	0	9	0	0	15	0	5
0	7	0	0	8	0	0	0	0	1	3	0	1
1	6	0	2	1	0	0	5	0	35	8	8	8
0	11	0	3	0	3	0	0	1	16	6	0	4
1	2	0	0	0	0	0	0	0	36	40	0	20
1	3	0	0	0	0	0	0	0	107	102	0	51
1	6	0	2	1	0	0	5	0	27	5	5	5
0	6	0	119	4	16	0	2	0	556	7	0	5
1	6	0	3	1	0	0	4	0	33	5	5	5
1	6	0	1	1	0	0	2	0	30	8	8	8
1	6	2	0	1	0	0	2	0	65	42	0	11
1	6	0	1	1	0	0	1	0	25	6	6	6
0	6	0	0	8	4	0	0	8	89	4	4	2
1	6	0	3	1	0	0	4	0	30	5	5	5
1	10	0	3	1	0	0	6	0	37	8	8	8
0	3	3	0	0	0	0	0	0	5	6	1	4
1	10	0	3	1	0	0	5	0	31	6	6	6
0	4	4	0	0	0	0	0	0	14	4	4	4
0	6	0	0	0	0	5	0	0	22	12	12	12
0	10	9	9	0	0	0	8	0	27	18	0	12
0	7	0	0	13	6	0	21	0	157	128	26	23
1	3	0	0	0	0	0	0	0	19	30	0	15
1	7	0	0	0	0	2	10	0	21	10	0	5
0	14	1	0	5	5	0	0	0	14	7	0	5
1	6	0	3	1	0	0	5	0	34	5	5	5
0	6	0	0	13	6	0	21	0	120	80	18	15
0	7	0	0	13	6	0	20	0	143	128	26	23
1	3	0	0	0	0	0	0	0	57	76	0	38
1	6	0	2	1	0	0	6	0	35	6	6	6
1	3	0	0	0	0	0	0	0	10	20	0	6
1	3	0	0	0	0	0	0	0	2	4	0	2
1	6	0	3	1	0	0	6	0	38	8	8	8
0	5	4	3	0	4	0	0	8	181	8	0	4
0	3	12	0	0	0	0	0	0	5	24	1	13
0	8	0	0	0	0	1	8	0	13	14	0	7
0	5	0	0	0	4	0	8	0	30	40	20	12
0	3	4	4	0	0	0	0	0	1	8	1	5
1	3	0	0	0	0	0	0	0	77	72	0	36
1	4	0	0	0	0	0	1	0	43	73	0	37
0	7	0	0	7	0	0	0	0	1	3	0	1
1	10	11	0	3	0	9	9	1	37	1	0	1
1	10	0	3	1	0	0	7	0	41	10	10	10
1	6	0	3	1	0	0	7	0	30	4	4	4
0	6	0	22	1	2	0	0	0	14	4	0	1
1	10	0	3	1	0	0	5	0	37	8	8	8
0	5	0	3	6	3	0	0	7	46	3	3	2
0	3	0	0	0	0	0	0	0	19	5	4	6
1	4	0	0	0	0	0	1	0	31	69	0	35
0	2	0	0	0	0	0	0	0	0	2	0	2
1	2	0	11	0	0	10	0	0	20	0	0	0
0	4	0	0	1	0	0	0	0	0	9	0	3
0	5	0	0	10	0	0	6	0	0	15	0	5
1	4	0	0	0	0	0	1	0	21	77	0	39
0	6	0	3	9	3	0	6	12	88	3	3	2
0	5	0	0	4	0	26	26	0	13	7	0	1
1	2	0	0	0	0	0	0	0	36	38	0	19
0	5	2	2	1	1	0	0	2	55	2	0	1
0	7	0	0	13	6	0	21	0	113	86	19	16
0	3	1	0	0	1	0	0	1	14	1	0	1
0	5	2	2	3	2	0	0	3	51	2	0	1
1	10	0	3	1	0	0	8	0	31	4	4	4
0	11	14	1	2	0	12	10	2	32	1	0	1
1	10	0	4	1	0	0	11	0	42	8	8	8
1	6	0	3	1	0	0	7	0	46	8	8	8
0	6	2	0	3	0	0	2	0	31	2	1	3
0	5	0	0	8	4	0	0	8	31	4	4	2
1	3	0	0	0	0	0	0	0	35	30	0	15
0	11	0	0	0	3	0	0	0	16	6	0	4
1	6	0	3	1	0	0	4	0	40	8	8	8
1	6	0	3	1	0	0	5	0	40	9	9	9
1	6	0	1	1	0	0	1	0	30	7	7	7
0	5	1	0	0	0	0	0	1	23	1	0	1
1	10	0	2	1	0	0	5	0	26	5	5	5
0	6	0	3	6	3	0	0	6	89	3	3	2
1	4	0	0	0	0	0	1	0	46	61	0	31
0	7	0	0	13	6	0	22	0	146	122	25	22
1	4	0	0	0	0	12	0	0	58	51	51	51
0	3	4	0	0	0	0	0	0	17	8	1	5
1	3	0	0	0	0	0	0	0	23	38	0	19
0	15	1	0	6	5	0	0	0	14	7	0	5
0	7	0	0	9	4	0	13	0	116	86	24	23
0	8	1	1	0	1	0	0	0	11	2	0	2
0	5	0	0	10	0	0	12	0	1	15	0	5
0	4	0	4	1	2	0	0	0	21	3	0	1
0	6	0	0	10	0	0	6	0	3	15	0	5
0	3	3	3	0	0	0	0	0	10	6	1	4
0	3	1	3	0	0	0	0	0	1	2	1	2
1	3	0	0	0	0	0	0	0	16	22	0	11
0	7	0	0	0	1	0	0	1	15	3	0	3
0	14	1	1	5	5	0	0	0	12	7	0	5
1	6	0	3	1	0	0	7	0	55	7	7	7
1	3	0	0	0	0	0	0	0	11	36	0	18
1	4	0	0	10	0	0	0	0	10	10	10	10
0	7	0	0	13	6	0	21	0	155	128	26	23
1	6	0	1	1	0	0	1	0	23	5	5	5
0	5	0	0	0	0	4	0	0	31	12	12	12
0	6	0	0	14	6	0	23	0	206	134	27	24
1	3	0	0	0	0	0	0	0	12	30	0	8
0	3	23	0	0	0	0	0	0	24	46	1	24
1	3	0	0	0	0	0	0	0	39	58	0	29
0	6	0	0	13	6	0	20	0	110	152	30	27
1	6	0	3	1	0	0	4	0	34	6	6	6
0	7	0	0	14	6	0	20	0	160	128	26	23
0	7	0	0	13	6	0	22	0	168	128	26	23
1	4	0	0	5	0	0	0	0	1	5	5	5
0	5	0	0	10	0	0	1	0	6	4	4	2
0	7	2	0	16	0	0	3	0	31	8	4	3
0	7	1	1	0	0	0	1	0	2	1	0	1
0	7	0	0	11	5	0	18	0	105	72	18	16
0	5	0	0	4	0	18	18	0	6	7	0	1
0	6	0	0	14	6	0	22	0	221	116	24	21
0	15	1	0	6	5	0	0	0	15	7	0	5
1	10	0	3	1	0	0	6	0	44	9	9	9
0	6	2	0	3	0	0	2	0	66	2	1	3
0	6	0	0	13	6	0	22	0	208	122	25	22
0	7	1	0	12	0	0	2	0	16	5	5	2
0	3	4	9	0	0	0	0	0	20	8	1	5
0	15	0	2	0	5	0	0	1	18	9	0	7
0	5	0	0	10	0	0	12	0	0	15	0	5
0	6	2	0	3	0	0	2	0	25	2	1	3
0	3	4	26	0	0	0	0	0	39	8	1	5
0	4	0	0	0	1	0	0	0	0	1	0	1
0	4	2	0	0	0	0	0	24	1	16	4	5
0	7	0	0	13	6	0	22	0	135	86	19	16
1	6	2	0	1	0	0	2	0	38	24	0	6
0	14	1	0	5	5	0	0	0	15	7	0	5
0	6	0	0	13	6	0	22	0	192	134	27	24
1	2	0	0	0	0	0	0	0	19	32	0	16
1	3	0	0	0	0	0	0	0	44	19	19	19
0	5	0	5	0	1	0	0	0	50	2	0	1
0	7	0	0	13	6	0	20	0	135	128	26	23
1	6	2	0	1	0	0	2	0	36	14	0	4
0	4	1	2	0	0	0	0	0	0	1	0	1
0	6	1	0	2	0	0	1	0	10	1	1	2
1	4	0	0	11	0	0	0	0	43	11	11	11
0	7	0	0	9	4	0	14	0	115	86	24	23
0	6	0	3	9	3	0	6	6	131	3	3	2
0	4	0	0	0	6	0	0	0	0	6	0	3
1	6	2	0	1	0	0	2	0	26	18	0	5
1	6	2	0	1	0	0	2	0	33	14	0	4
1	4	0	0	0	0	0	1	0	24	69	0	35
1	3	0	0	0	0	0	0	0	117	94	0	47
1	3	0	0	0	0	0	0	0	7	22	0	6
1	4	0	0	0	0	0	0	0	11	31	46	46
1	6	0	1	1	0	0	1	0	27	6	6	6
1	1	0	6	0	0	5	0	0	4	0	0	0
1	4	0	0	0	0	0	1	0	58	69	0	35
0	7	0	0	13	6	0	21	0	152	128	26	23
0	3	4	0	0	0	0	0	0	11	8	1	5
0	5	0	6	1	2	0	0	0	16	3	0	1
1	6	0	3	1	0	0	5	0	33	7	7	7
0	11	1	0	6	3	0	0	0	15	4	0	2
1	6	2	0	1	0	0	2	0	31	26	0	7
1	3	0	0	0	0	0	0	0	19	24	0	7
0	3	10	0	0	0	0	0	0	13	20	1	11
0	7	0	0	7	0	0	0	0	2	3	0	1
1	10	0	3	1	0	0	6	0	43	9	9	9
1	6	0	3	1	0	0	4	0	39	9	9	9
1	10	0	3	1	0	0	5	0	40	10	10	10
1	6	2	0	1	0	0	2	0	33	26	0	7
0	5	0	0	8	4	0	0	8	36	4	4	2
0	14	0	0	1	0	6	4	0	4	6	0	3
1	6	2	0	1	0	0	2	0	37	24	0	6
1	6	2	0	1	0	0	2	0	31	14	0	4
1	2	0	0	0	0	0	0	0	35	42	0	21
1	4	0	0	0	0	0	1	0	39	75	0	38
1	3	0	0	0	0	0	0	0	103	78	97	97
0	5	1	0	0	0	0	1	0	3	8	0	4
1	6	0	2	1	0	0	6	0	36	6	6	6
0	8	1	1	0	1	0	0	0	0	2	0	2
0	3	1	0	0	0	0	0	0	1	2	1	2
1	6	0	1	1	0	0	2	0	28	5	5	5
0	5	0	21	0	0	0	11	0	25	23	0	3
0	7	0	0	13	6	0	21	0	168	128	26	23
0	7	0	0	9	4	0	14	0	108	86	24	23
1	6	2	0	1	0	0	2	0	34	22	0	6
0	11	0	0	0	3	0	0	1	15	6	0	4
1	2	0	0	0	0	0	0	0	28	40	0	20
1	6	3	0	2	0	0	1	0	36	2	2	2
0	7	0	0	13	6	0	23	0	175	128	26	23
0	11	10	1	2	0	8	8	2	34	1	0	1
1	10	0	4	1	0	0	9	0	45	9	9	9
1	10	0	2	1	0	0	6	0	26	5	5	5
1	3	0	0	0	0	0	0	0	16	28	0	8
1	4	0	0	0	0	4	0	0	41	53	53	53
0	3	0	0	0	0	0	7	0	0	3	0	1
0	6	1	1	0	0	0	1	0	2	1	0	1
0	7	0	0	13	6	0	21	0	146	128	26	23
0	7	0	0	14	6	0	22	0	142	86	19	16
1	10	0	2	1	0	0	6	0	34	8	8	8
1	3	0	0	0	0	0	0	0	41	55	0	28
1	10	0	3	1	0	0	6	0	35	7	7	7
1	6	0	1	1	0	0	2	0	25	6	6	6
1	4	0	0	0	0	0	0	0	2	8	11	11
1	10	0	3	1	0	0	6	0	33	6	6	6
0	7	0	0	13	6	0	20	0	107	86	19	16
1	6	2	0	1	0	0	2	0	44	22	0	6
0	4	2	0	0	0	0	0	32	4	24	4	7
0	6	0	0	9	4	0	12	0	140	82	23	22
0	3	14	0	0	0	0	0	0	9	28	1	15
0	5	0	0	2	3	0	0	1	9	2	0	1
0	3	24	0	0	0	0	0	0	26	48	1	25
0	7	0	0	9	4	0	13	0	115	86	24	23
1	4	0	0	11	0	0	0	0	50	11	11	11
1	10	0	1	1	0	0	3	0	19	4	4	4
1	4	0	0	11	0	0	0	0	6	11	11	11
0	12	0	6	0	3	0	0	0	18	4	0	3
1	4	0	0	12	0	0	0	0	10	12	12	12
0	5	0	3	6	3	0	0	6	47	3	3	2
0	7	1	0	13	0	0	2	0	16	5	5	2
1	3	0	0	0	0	0	0	0	39	62	80	80
1	3	0	0	0	0	0	0	0	34	17	17	17
0	3	0	0	0	0	0	0	0	0	1	0	1
0	5	2	2	1	15	0	12	2	3	43	6	13
0	6	0	0	3	0	0	1	0	2	2	0	1
0	6	0	3	9	3	0	6	12	78	3	3	2
0	7	0	0	9	4	0	12	0	101	86	24	23
1	4	0	0	0	0	0	1	0	60	79	0	40
0	7	0	0	13	6	0	23	0	148	128	26	23
0	6	2	0	3	0	0	2	0	26	2	1	3
0	7	0	0	13	6	0	23	0	121	86	19	16
1	3	0	0	0	0	0	0	0	116	99	117	117
1	10	12	0	3	0	9	9	1	34	1	0	1
0	7	0	0	13	6	0	19	0	148	128	26	23
0	7	0	0	6	1	0	1	0	6	4	2	3
0	3	3	1	0	0	0	0	0	11	6	1	4
0	3	21	0	0	0	0	0	0	29	42	1	22
1	5	1	3	2	1	0	2	0	27	2	0	1
0	7	0	0	13	6	0	23	0	157	86	19	16
0	7	0	0	13	6	0	20	0	156	128	26	23
1	6	0	3	1	0	0	5	0	41	9	9	9
0	7	0	0	13	6	0	18	0	158	128	26	23
0	3	10	0	0	0	0	0	0	16	20	1	11
1	5	0	0	0	0	0	0	0	1	6	0	3
0	6	0	3	1	1	0	0	2	28	2	0	1
0	3	2	0	0	0	0	0	0	1	4	1	3
1	3	0	0	0	0	0	0	0	11	40	0	20
0	5	0	35	0	0	0	18	0	35	39	0	9
0	7	0	0	13	6	0	20	0	145	128	26	23
1	3	0	0	0	0	0	0	0	85	52	0	26
1	4	0	0	0	0	0	1	0	51	69	0	35
0	6	0	80	0	0	0	40	0	81	83	0	11
1	6	0	2	1	0	0	6	0	34	7	7	7
0	6	0	3	9	3	0	6	6	57	3	3	2
1	4	0	0	12	0	0	0	0	43	12	12	12
0	6	0	0	13	6	0	22	0	198	122	25	22
0	5	0	0	0	0	5	0	0	22	12	12	12
0	6	4	3	0	1	26	0	5	116	2	0	1
0	5	0	0	0	0	0	0	0	3	8	0	4
1	4	0	0	0	0	0	1	0	53	75	0	38
1	10	0	3	1	0	0	6	0	41	7	7	7
0	7	0	0	13	6	0	21	0	149	128	26	23
1	4	0	9	0	0	0	0	0	33	61	84	84
0	5	1	0	1	0	0	1	0	1	1	0	1
0	3	1	4	0	0	0	0	0	5	2	1	2
1	3	0	0	0	0	0	0	0	26	36	0	18
1	4	0	0	0	0	0	1	0	33	69	0	35
0	4	0	0	0	0	0	0	0	2	1	0	1
0	10	2	0	5	3	0	0	0	16	4	0	2
1	6	0	1	1	0	0	1	0	29	8	8	8
0	6	0	3	6	0	0	0	6	64	3	3	2
1	3	0	0	0	0	0	0	0	60	70	0	35
0	5	0	0	0	0	0	0	5	37	1	0	1
0	7	0	0	13	6	0	21	0	163	128	26	23
1	4	0	0	8	0	0	0	0	7	8	8	8
0	6	0	5	0	1	0	0	5	51	2	0	1
1	10	0	3	1	0	0	7	0	34	6	6	6
1	4	0	4	0	0	0	0	0	164	122	135	135
1	2	0	0	0	0	0	0	0	34	38	0	19
0	19	6	0	31	30	0	0	0	77	48	0	32
0	3	21	0	0	0	0	0	0	27	42	1	22
0	3	9	0	0	0	0	0	0	14	18	1	10
0	3	25	0	0	0	0	0	0	26	50	1	26
0	5	0	0	12	1	0	1	0	11	12	3	5
0	6	0	0	13	6	0	21	0	123	152	30	27
0	6	1	1	0	0	0	0	0	1	1	0	1
1	4	0	1	0	0	0	0	0	19	14	20	20
0	5	0	0	0	0	0	1	0	4	4	0	2
0	8	0	0	7	0	0	2	0	1	4	0	1
1	3	0	0	0	0	0	0	0	22	26	0	13
1	10	0	3	1	0	0	6	0	35	8	8	8
0	5	0	0	8	4	0	0	8	63	4	4	2
1	6	0	3	1	0	0	4	0	35	7	7	7
1	3	0	0	0	0	0	0	0	181	108	0	54
1	3	0	0	0	0	0	0	0	14	38	0	19
1	4	0	0	0	0	2	0	0	18	31	31	31
0	5	0	0	10	0	0	15	0	0	15	0	5
1	4	0	0	0	0	0	1	0	64	75	0	38
0	7	0	0	13	6	0	19	0	112	86	19	16
1	3	0	0	0	0	0	0	0	9	22	0	6
0	15	0	0	0	5	0	0	1	27	9	0	7
0	6	0	3	6	0	0	0	6	36	3	3	2
1	6	0	3	1	0	0	5	0	38	8	8	8
0	5	1	0	0	0	0	0	1	20	1	0	1
0	6	0	0	12	5	0	18	0	117	62	16	14
1	3	0	0	0	0	0	0	0	6	20	0	6
0	6	1	2	0	1	0	0	0	4	1	0	1
0	5	0	0	0	0	7	8	0	11	3	0	1
0	6	0	0	0	0	8	0	0	20	12	12	12
0	7	0	0	13	6	0	22	0	143	128	26	23
1	6	0	1	1	0	0	2	0	25	5	5	5
1	4	0	0	7	0	0	0	0	6	7	7	7
1	1	0	6	0	0	5	0	0	6	0	0	0
1	3	0	0	0	0	0	0	0	68	68	0	34
1	3	0	0	0	0	0	0	0	9	34	0	17
1	6	2	0	1	0	0	2	0	38	26	0	7
1	6	0	2	1	0	0	4	0	26	4	4	4
1	1	0	8	0	0	7	0	0	6	0	0	0
1	6	0	2	1	0	0	5	0	38	9	9	9
1	6	2	0	1	0	0	2	0	41	28	0	7
1	6	0	3	1	0	0	5	0	30	5	5	5
1	6	0	3	1	0	0	4	0	38	8	8	8
0	3	13	0	0	0	0	0	0	11	26	1	14
0	7	1	0	7	1	0	5	0	17	4	0	1
0	7	28	42	0	7	0	0	35	542	1	0	1
0	7	0	0	13	6	0	22	0	162	128	26	23
0	6	0	3	6	3	0	0	6	73	3	3	2
1	4	0	0	0	0	0	0	0	12	33	45	45
1	6	2	0	1	0	0	2	0	33	22	0	6
0	7	0	0	11	5	0	18	0	132	107	25	23
0	6	56	56	0	0	0	3	56	31	52	4	14
0	7	0	0	13	6	0	22	0	91	86	19	16
0	7	1	0	13	0	0	2	0	21	5	5	2
0	6	0	0	14	6	0	22	0	141	152	30	27
1	6	3	0	2	0	0	1	0	53	2	2	2
1	6	2	0	1	0	0	2	0	38	18	0	5
0	19	7	1	31	30	0	0	0	69	48	0	32
1	3	0	0	0	0	0	0	0	106	73	0	37
0	7	0	0	9	4	0	13	0	123	86	24	23
0	7	0	0	13	6	0	22	0	118	86	19	16
0	6	0	0	13	6	0	21	0	194	116	24	21
1	6	2	0	1	0	0	2	0	34	16	0	4
1	6	3	0	2	0	0	1	0	34	2	2	2
1	3	0	0	0	0	0	0	0	65	60	0	30
1	6	0	3	1	0	0	6	0	36	6	6	6
1	6	2	0	1	0	0	2	0	25	16	0	4
0	5	0	8	0	2	0	0	0	26	4	0	2
0	3	4	0	0	0	0	0	0	2	8	1	5
0	6	0	0	13	6	0	17	0	121	80	18	15
1	3	0	0	0	0	0	0	0	34	48	0	24
0	7	0	0	12	4	0	8	13	87	4	4	2
0	7	0	0	13	6	0	22	0	148	128	26	23
1	2	0	0	0	0	0	0	0	28	38	0	19
1	4	0	0	10	0	0	0	0	4	10	10	10
0	7	0	0	14	6	0	19	0	164	128	26	23
0	8	0	0	0	0	1	7	0	12	14	0	7
0	3	2	0	0	0	0	0	0	4	4	1	3
0	6	27	2	0	0	0	0	0	48	63	0	14
0	7	0	0	9	4	0	12	0	71	58	17	16
0	7	0	0	13	6	0	22	0	117	86	19	16
1	3	0	0	0	0	0	0	0	36	57	0	29
1	6	2	0	1	0	0	2	0	31	10	0	3
0	5	0	0	0	0	11	15	0	8	3	0	2
0	3	19	0	0	0	0	0	0	26	38	1	20
0	7	0	0	9	4	0	12	0	103	86	24	23
0	6	2	0	3	0	0	2	0	225	2	1	3
0	6	0	0	8	4	0	0	11	107	4	4	2
0	5	0	0	8	4	0	0	8	56	4	4	2
1	6	0	3	1	0	0	6	0	36	7	7	7
0	6	0	0	14	6	0	24	0	126	68	16	13
0	7	0	0	13	6	0	21	0	135	128	26	23
0	7	1	0	10	0	0	2	0	20	4	4	2
0	3	7	0	0	0	0	0	0	12	14	1	8
0	7	0	0	4	1	0	1	0	5	3	3	2
0	4	0	0	0	5	0	10	0	23	42	6	8
1	3	0	0	0	0	0	0	0	108	73	0	37
0	7	0	0	13	6	0	20	0	153	128	26	23
1	6	3	0	2	0	0	1	0	27	2	2	2
1	10	10	0	3	0	8	9	1	34	1	0	1
0	7	1	0	12	0	0	2	0	18	5	5	2
1	6	2	0	1	0	0	2	0	25	12	0	3
